LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
9500,43210,59692,HomeImp,Other,1,1,NA,103.08948312,NA,13,38.704985068,good
15800,25344,79736,HomeImp,Other,NA,0,0,249.9837678,0,50,42.435562666,good
30500,10952,65166,DebtCon,Other,0,0,0,91.951603506,1,6,37.692624384,good
20800,107787,182140,DebtCon,Office,7,0,0,214.33056821,3,23,41.928469494,good
17200,7044,57831,DebtCon,Sales,0,0,0,330.97090434,0,6,37.943315139,good
12600,125688,198602,HomeImp,Office,0,0,1,344.7479335,0,16,39.483820073,good
42200,21427,61457,DebtCon,Other,19,0,0,183.48181171,1,30,39.864738809,good
17300,91350,107834,HomeImp,ProfExe,3,0,0,118.13306488,0,24,37.610845011,good
15200,59745,81269,DebtCon,NA,8,NA,NA,NA,NA,NA,26.985581223,good
18000,105000,172500,DebtCon,Office,6,0,0,219.16666667,4,24,NA,good
10600,72022,82238,DebtCon,Office,5,1,2,181.76894044,3,30,39.594148271,good
26400,59288,87753,DebtCon,Other,8,1,1,145.88249239,3,29,38.972486705,good
25800,82058,116330,DebtCon,ProfExe,11,0,1,128.44716991,0,18,27.98945739,good
14500,54927,63177,DebtCon,Other,3,0,0,178.93616767,0,14,27.062233476,good
21400,88147,115000,DebtCon,Self,3,0,0,213.23333333,2,27,NA,good
39700,59360,117186,DebtCon,Mgr,16,0,1,203.13996827,0,22,40.138090445,good
13200,69697,91722,HomeImp,Office,24,1,0,183.52372929,1,14,39.752171789,good
5100,85583,115341,HomeImp,ProfExe,7,0,0,177.95825512,1,28,26.257970132,good
10000,84580,118924,HomeImp,Office,31,0,0,341.94497562,2,37,35.248897631,good
16700,NA,56374,DebtCon,Office,1,0,0,73.428942397,1,9,40.829128728,good
12000,94000,112125,HomeImp,Office,2,0,0,143.03333333,1,22,NA,good
29800,134560,187551,DebtCon,ProfExe,1,0,0,225.09229867,1,19,39.211937494,good
15000,2619,57310,DebtCon,Sales,0.3,0,0,322.6,0,6,NA,good
28200,185607,227617,DebtCon,ProfExe,0,0,0,311.06275541,0,33,42.435284999,good
9500,55862,62965,DebtCon,Other,15,0,4,223.10391402,0,36,26.141178049,good
20000,99300,139150,HomeImp,ProfExe,10,0,0,162.36666667,1,23,NA,good
36800,35447,59890,DebtCon,Other,NA,0,0,NA,7,0,31.17384352,good
15900,90017,114267,DebtCon,ProfExe,8,0,0,205.21832935,2,36,41.230512181,good
12700,79383,107590,DebtCon,Other,5,0,0,78.299273534,2,14,33.581116502,good
18100,32554,92419,DebtCon,ProfExe,8,0,0,164.90961318,1,20,29.016609979,good
10800,11950,46780,HomeImp,Office,24,0,0,268.9,0,20,NA,good
5900,NA,66903,NA,NA,NA,NA,NA,NA,NA,NA,32.782926828,good
11900,85486,109386,HomeImp,ProfExe,11,0,1,175.54256546,0,28,33.670908179,good
18600,98200,123662,DebtCon,Office,0,NA,3,241.64223157,0,29,41.05065735,good
8800,NA,74928,NA,NA,NA,NA,NA,NA,NA,NA,23.988913066,good
22500,44228,86872,HomeImp,Other,24,0,0,256.28691889,1,6,26.853259022,good
12100,50100,66410,DebtCon,Other,3,0,0,176.00986434,0,14,28.548603692,good
10300,44941,60694,DebtCon,Other,2,0,0,85.681205116,0,20,39.53639781,good
36500,114350,164159,DebtCon,Other,NA,0,0,245.52325495,3,13,37.071332797,good
33900,128884,172094,DebtCon,Mgr,12,1,0,166.62473824,1,27,42.318899224,good
28400,46126,66942,DebtCon,Office,18,0,0,180.66830818,2,21,33.76903515,good
12700,130867,201245,HomeImp,Office,0,0,1,340.79534444,0,15,40.168827023,good
20800,156393,199881,DebtCon,Other,7,0,0,NA,2,16,30.923407463,good
8400,78089,90660,DebtCon,Mgr,9,0,0,118.63539467,0,22,27.09304112,good
21400,44573,80915,NA,NA,NA,NA,NA,NA,NA,NA,37.827218756,good
26000,81764,118388,DebtCon,ProfExe,9,0,0,130.19241813,0,18,28.154134662,good
15900,97478,120514,DebtCon,Office,1,NA,3,264.26091644,1,29,41.840275239,good
11400,125486,195284,HomeImp,Office,0,0,0,354.29028718,0,15,38.143068786,good
15700,58410,89082,DebtCon,Office,29,0,0,211.80567437,0,21,31.058372507,good
6300,55000,69000,DebtCon,ProfExe,13,0,0,130.06666667,0,20,NA,good
17700,93302,116668,DebtCon,Other,20,0,0,283.04094598,0,16,25.225910201,good
12800,49349,70078,DebtCon,Other,9,0,0,240.90805914,0,17,31.754053954,good
12900,52353,62740,DebtCon,Other,2,0,0,167.51551603,0,13,37.357581403,good
42300,367089,469771,HomeImp,ProfExe,3,0,0,310.05152353,4,14,42.603640874,good
23400,97865,120172,DebtCon,Self,2,0,0,200.57575228,1,26,36.398728722,good
10500,53537,66674,DebtCon,Office,4,0,0,83.503094799,2,11,37.098413449,good
11000,60123,74887,HomeImp,Other,3,0,1,242.24976115,2,16,37.680169764,good
28100,96160,128767,DebtCon,Office,10,0,1,154.67285803,0,29,41.117944577,good
21700,188525,234269,DebtCon,ProfExe,0,0,0,301.5210741,0,26,37.339520058,good
6400,47251,58157,HomeImp,Other,0,0,NA,104.79246836,NA,13,36.416886965,good
28000,62376,104073,DebtCon,Other,16,1,0,146.14192957,0,30,39.759849639,good
11900,44600,63800,DebtCon,Other,9,0,0,243.5,0,18,NA,good
13700,96225,112676,HomeImp,Office,2,0,0,144.53360587,1,22,38.781048258,good
9800,56188,90143,HomeImp,Other,17,0,0,171.41365835,0,29,25.621650412,good
13800,75142,95667,DebtCon,Mgr,19,0,0,230.45755435,10,24,33.383314175,good
17100,46953,69086,DebtCon,ProfExe,6,0,0,165.62778833,2,11,29.249143602,good
60000,122729,207797,DebtCon,ProfExe,9,0,0,313.33439671,2,27,35.028577921,good
8700,54283,58563,DebtCon,Office,3,0,1,91.446465165,3,11,38.590366936,good
38400,31458,71821,DebtCon,ProfExe,4,0,0,191.97555843,2,17,24.985362469,good
13200,155478,183646,HomeImp,Office,5,0,0,196.24137089,1,55,35.602875363,good
17400,123579,168243,DebtCon,Office,4,0,0,146.3520808,0,20,26.603511505,good
9100,62976,77829,HomeImp,Mgr,0,0,2,131.19349603,0,23,26.090418913,good
27000,50375,70656,DebtCon,Other,8,0,0,125.71604137,1,20,43.133844895,good
22800,96495,122362,HomeImp,Mgr,8,0,0,120.9792917,2,24,29.809835155,good
22900,41174,86851,HomeImp,Other,25,0,0,267.13260885,0,7,24.380389513,good
12900,19688,77998,DebtCon,ProfExe,20,0,2,407.26116688,0,12,22.839078993,good
26000,45963,74279,DebtCon,Other,20,NA,0,295.6669448,1,29,37.917272876,good
10900,57494,66704,DebtCon,Mgr,6,NA,NA,115.31274905,NA,24,39.510985743,good
19100,129111,197592,HomeImp,ProfExe,12,0,0,207.15517384,0,21,36.141777843,good
10000,22068,49600,HomeImp,Other,0.9,0,0,247.56666667,0,11,NA,good
5300,66987,65111,HomeImp,Sales,4,1,0,175.32870382,1,22,40.442570389,good
22300,52322,102958,DebtCon,Office,2,1,4,174.53641204,0,47,36.853084972,good
9700,59100,74986,HomeImp,Office,14,0,0,244.53333333,1,32,NA,good
5700,100934,111496,HomeImp,Office,23,0,0,117.49959288,0,12,38.750562668,good
13800,152441,184723,DebtCon,ProfExe,6,NA,0,217.24212905,3,25,40.827344633,good
11500,22758,36922,DebtCon,Office,7,0,1,103.04811711,0,16,19.020168304,good
9400,77715,101258,DebtCon,Mgr,2,0,0,65.876586717,1,23,38.108000987,good
13400,65662,92050,DebtCon,Other,2,0,0,20.759215295,1,3,42.009390078,good
10700,29569,47842,DebtCon,Other,12,NA,1,144.81717461,7,28,36.784582009,good
23500,NA,90205,HomeImp,Other,9,0,0,169.01497354,0,16,38.698735922,good
15300,109767,117552,DebtCon,ProfExe,0,0,0,125.9425923,0,30,37.68939304,good
23000,76561,111389,DebtCon,Mgr,8,0,1,301.23291075,2,28,30.346706109,good
10400,64336,77564,DebtCon,Office,4,2,3,188.78007609,2,30,39.699980465,good
28400,72870,95647,DebtCon,Office,11,0,0,139.04525472,0,20,37.820678455,good
13200,58549,81381,DebtCon,Office,13,0,0,94.687106657,0,24,38.412756136,good
11200,62752,73003,DebtCon,ProfExe,13,0,0,226.56590487,3,31,38.339798053,good
10100,137299,200339,DebtCon,ProfExe,0,0,0,66.357590464,2,23,35.2377013,good
6200,60354,87596,HomeImp,ProfExe,5,0,0,210.17306467,2,23,34.054811237,good
17500,85183,108948,HomeImp,ProfExe,4,0,0,125.10948564,1,25,37.103025992,good
17000,83248,95886,DebtCon,ProfExe,8,0,2,349.43007938,NA,41,36.05994724,good
16200,81933,131208,DebtCon,ProfExe,13,0,0,308.53202717,0,19,29.60368375,good
8000,61565,87624,DebtCon,ProfExe,14,0,0,203.9971364,0,17,23.562565007,good
7400,NA,54138,HomeImp,NA,1,0,0,NA,0,0,12.219679961,good
17100,104652,169076,NA,Other,NA,1,NA,270.58121434,NA,23,38.465227693,good
13000,80587,110064,DebtCon,Other,6,0,0,85.009196731,1,13,33.990039745,good
14300,21828,38000,DebtCon,Mgr,17,1,0,103.5,1,17,NA,good
11900,34222,59948,DebtCon,Office,24,0,0,228.0753508,1,29,25.728837383,good
16000,74459,103255,DebtCon,Other,6,3,0,72.864590397,1,21,24.935229965,good
6400,51436,91284,DebtCon,NA,4,0,0,209.64289843,2,30,31.971971208,good
15400,10074,57135,DebtCon,ProfExe,4,0,0,310.36675681,0,16,17.601206169,good
19300,51580,83518,DebtCon,Other,13,0,0,89.525931995,0,9,7.1484132133,good
30000,32657,76000,DebtCon,Other,NA,NA,NA,288.33333333,0,16,NA,good
53700,49669,63995,DebtCon,Office,12,0,1,92.966312748000007,2,26,40.101623422,good
14300,80299,123339,NA,NA,NA,NA,NA,NA,NA,NA,35.311170918,good
30300,18306,66747,DebtCon,Other,1,0,0,95.181437553,1,6,37.582898412,good
22600,61503,101786,HomeImp,ProfExe,17,0,0,622.35576774,1,24,21.686668612,good
7500,47518,60252,DebtCon,Other,16,0,3,220.62498387,0,37,26.711536473,good
9500,70000,85000,DebtCon,ProfExe,9,0,1,175.56666667,1,12,NA,good
51100,28312,82300,HomeImp,Other,3,2,0,269.33597552,6,14,41.087535376,good
71200,196601,289430,DebtCon,Self,12,0,0,226.91430725,2,25,29.220351072,good
9200,72859,88183,DebtCon,Mgr,8,0,0,105.65520523000001,0,23,29.007207774,good
17000,97713,164869,NA,Other,NA,0,NA,253.4763166,NA,23,36.452295794,good
16400,50941,78801,DebtCon,ProfExe,4,0,0,266.04079897,2,32,32.904357011,good
15500,28269,52822,HomeImp,Other,9,0,0,120.61092122,1,9,18.182891915,good
28400,150784,192411,HomeImp,Self,0,0,0,173.30549337,1,16,41.543254137,good
23900,NA,151738,NA,NA,NA,NA,NA,NA,NA,NA,16.426394706,good
15000,NA,68020,NA,NA,1,0,0,NA,0,0,1.920694367,good
12300,114457,144284,DebtCon,ProfExe,1,0,0,252.6592531,0,45,32.497145096,good
43700,NA,48535,DebtCon,Other,NA,6,NA,95.719805446,NA,19,26.981182976,good
23700,82983,106877,DebtCon,Other,NA,0,0,177.01767442,2,24,40.995208218,good
12100,67927,94126,DebtCon,Other,2,0,0,35.53887812,2,3,38.847597081,good
15800,NA,30395,DebtCon,Other,12,NA,NA,85.274033545,2,8,33.565263987,good
15000,96983,140487,HomeImp,ProfExe,15,0,0,132.42191904,4,21,35.348485897,good
27600,123121,157337,DebtCon,Mgr,2,0,0,283.28285346,0,24,36.948273863,good
25100,77088,111568,DebtCon,Mgr,7,0,0,288.00802523,2,29,32.550837642,good
11500,104610,118861,DebtCon,Other,18,0,1,203.70020243,1,16,37.596951452,good
21400,128095,167824,DebtCon,ProfExe,6,0,0,180.41735424,0,38,17.495700487,good
30800,15428,45495,DebtCon,Other,28,0,0,200.50912433,0,15,42.387985513,good
15500,56206,137388,DebtCon,Other,2,0,0,275.52354642,4,42,39.744298707,good
7200,NA,74610,HomeImp,Office,1,0,0,40.182134821,0,3,37.941253769,good
12700,77068,98436,HomeImp,ProfExe,7,0,1,148.28809958,0,34,33.463697469,good
15100,NA,53238,DebtCon,Other,NA,NA,NA,350.96116447000003,NA,16,34.055847665,good
10200,77571,102732,HomeImp,ProfExe,6,0,0,100.62966346,0,34,37.361513569,good
17800,38770,64357,DebtCon,Other,17,0,0,282.9357846,0,21,27.97949547,good
43300,NA,48908,DebtCon,Other,NA,5,NA,123.40285992,NA,19,28.192353244,good
31300,33658,76624,DebtCon,Other,NA,NA,NA,286.69628922,0,15,40.357373902,good
10600,80386,106526,HomeImp,ProfExe,1,0,0,64.066735538,1,19,34.104697064,good
40600,362909,466731,HomeImp,ProfExe,4,0,0,305.81241924,4,14,42.930339471,good
10400,39821,54040,HomeImp,Mgr,21,1,0,231.60541135,1,18,36.439736731000004,good
8400,43589,49950,DebtCon,Office,9,0,0,202.70454037,0,23,33.592318942,good
26800,96895,144482,DebtCon,Mgr,23,0,0,201.96787517,0,13,40.162160653,good
26400,122105,165000,DebtCon,Mgr,1,0,0,234.4,2,24,NA,good
14300,43826,70517,DebtCon,Other,0,0,0,260.08494491,0,20,28.839933481,good
10000,NA,69502,NA,NA,NA,NA,NA,NA,NA,NA,25.77278284,good
12400,203902,234454,HomeImp,ProfExe,9,0,0,213.45544748,0,22,33.64852105,good
20200,59347,97816,HomeImp,ProfExe,18,0,0,618.73589016,1,24,21.668642273,good
10600,31216,44716,DebtCon,Other,8,NA,1,149.19464754,6,29,37.88226039,good
41100,94600,151000,DebtCon,Other,15,NA,1,220.13333333,4,31,NA,good
21200,67272,107667,HomeImp,Other,5,0,0,224.12044079,0,12,30.510532094,good
26900,67144,92923,DebtCon,Other,16,0,0,89.112173485,1,17,32.791478032,good
35600,116080,163905,DebtCon,Other,NA,0,0,252.37103693,3,14,34.62775217,good
12300,50441,56656,DebtCon,Office,1,0,0,186.45101665,0,21,35.452607421,good
13900,NA,40881,HomeImp,Other,0,0,0,297.9070847,1,8,25.940710954,good
20900,58299,78684,DebtCon,NA,3,0,0,98.66282045,0,16,38.972003875,good
15900,38860,68912,DebtCon,ProfExe,9,0,0,250.92750292,1,16,22.175263227,good
13700,70018,89803,HomeImp,Office,24,0,0,154.75212087,1,13,39.389908828,good
10600,66590,77465,HomeImp,Other,1,1,0,110.77162319,0,6,39.735785258,good
20000,81800,106600,DebtCon,Mgr,24,NA,1,313.76666667,1,43,NA,good
11600,92613,108515,DebtCon,Other,11,0,0,206.8225881,3,16,39.111039466,good
25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.127562739,good
11400,NA,38246,HomeImp,Other,NA,NA,0,88.886975341,0,10,37.658388771,good
5000,26037,35000,HomeImp,ProfExe,12,0,0,182.63333333,0,13,NA,good
25200,55823,90658,DebtCon,Office,0,0,0,85.314143075,0,22,35.571294933,good
30100,138322,186139,DebtCon,ProfExe,2,0,0,215.75086797,2,19,39.189141603,good
33600,233630,284049,DebtCon,ProfExe,4,0,0,218.99369621,0,30,14.072353758,good
28900,225000,285000,DebtCon,ProfExe,15,0,1,258.73333333,2,26,NA,good
30000,20000,38000,DebtCon,Other,0.9,0,0,59.833333333,0,7,NA,good
25200,63258,100392,DebtCon,ProfExe,0,0,0,194.70131583,0,25,35.274460982,good
16300,67524,85577,DebtCon,Other,8,0,0,75.434327987,3,11,31.761828777,good
6400,17491,63614,HomeImp,Office,23,0,0,325.29930871,0,12,40.244404369,good
10800,61791,78361,DebtCon,Office,5,0,0,94.518067782,2,15,28.088524645,good
9000,79259,84322,HomeImp,Other,22,0,0,359.33227239,1,47,29.671390341,good
15800,51281,144202,DebtCon,Other,1,0,0,285.9978979,4,43,41.538051097,good
12000,36346,54000,DebtCon,Other,NA,0,0,114.66666667,2,19,NA,good
15100,NA,57940,DebtCon,Office,0,0,0,86.894929919,1,8,38.850348541,good
17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.459087678,good
12200,90154,110479,DebtCon,ProfExe,9,0,0,196.92640591,2,37,43.189031502,good
27000,60631,86091,DebtCon,Other,24,0,2,200.14145359,1,20,26.248756632,good
18900,103130,120119,DebtCon,Other,7,0,0,292.7517427,1,19,30.681688914,good
22900,28217,52804,DebtCon,Other,14,0,0,109.36568457,1,25,30.587728164,good
12100,55147,72553,DebtCon,Other,0,0,0,229.40617542,0,10,35.867729634,good
27400,195497,246354,DebtCon,Other,8,0,0,89.264427411,1,25,39.664822994,good
24200,242111,266670,HomeImp,Self,6,1,0,243.00312872,3,51,36.575387744,good
28600,39009,75893,DebtCon,Mgr,12,1,0,85.625519988,6,15,33.975814412,good
5000,70470,77908,DebtCon,NA,5,NA,NA,NA,NA,NA,NA,good
32600,17918,40000,DebtCon,Mgr,7,0,0,45.666666667,0,7,NA,good
14700,35164,68061,DebtCon,ProfExe,5,0,0,245.67057762,1,16,23.112289816,good
8200,39175,55848,HomeImp,Office,10,NA,NA,161.66158225,NA,18,24.200111438,good
10000,57068,72000,NA,Other,12,0,0,257.7,0,27,NA,good
18900,NA,49442,DebtCon,Office,2,0,0,76.571848001,1,9,38.8759867,good
12600,85335,97094,DebtCon,Other,2,0,0,116.08660902,1,32,40.845246192,good
14400,64500,83000,DebtCon,Other,10,0,0,83.2,3,11,NA,good
12300,NA,50530,HomeImp,Mgr,5,NA,NA,163.54095996,NA,9,20.02628441,good
32700,39796,77819,DebtCon,Other,NA,NA,NA,294.43069578,0,15,40.237072957,good
16900,68940,88264,DebtCon,Office,0,0,0,166.10628148,0,25,24.955311418,good
10000,NA,49266,NA,NA,NA,NA,NA,NA,NA,NA,15.597290225,good
27200,101680,134864,DebtCon,Office,10,0,1,150.59619803,0,29,40.880494666,good
21800,133812,166893,DebtCon,ProfExe,6,0,0,169.76714449,0,37,20.059527176,good
16000,71861,95315,HomeImp,ProfExe,24,0,0,241.41251498,1,23,35.474773102,good
22200,9709,33926,DebtCon,Other,0,0,0,28.523782719,1,3,29.599780197,good
7400,75311,89905,DebtCon,ProfExe,0,NA,NA,NA,NA,NA,27.201999612,good
17600,39057,50933,DebtCon,ProfExe,6,0,0,239.20163009,1,35,39.301070716,good
6800,56155,57912,HomeImp,Office,21,0,0,206.30632134,0,20,21.798513082,good
7600,49926,58588,DebtCon,NA,5,NA,1,64.660106948,NA,16,35.051896774,good
10600,47701,66500,DebtCon,Other,10,0,0,103.01428965,0,23,37.310006097,good
30000,15214,38094,DebtCon,Other,26,0,0,199.46979091,0,15,39.549873804,good
15800,20665,43790,DebtCon,Mgr,8,0,0,108.41393655,0,11,22.826892443,good
16000,32918,52482,DebtCon,ProfExe,3,0,0,259.57102068,0,34,40.347343998,good
19800,69174,95154,HomeImp,ProfExe,6,0,0,59.459256192,0,16,31.254821634,good
24000,137000,204963,HomeImp,ProfExe,5,0,0,189.7,1,28,NA,good
19200,96401,115545,DebtCon,ProfExe,7,0,0,128.71451378,1,20,22.187289994,good
6300,44226,57779,DebtCon,NA,7,NA,0,63.626413251,NA,16,33.111829109,good
24100,184697,238729,DebtCon,ProfExe,2,0,0,317.69255678,0,26,37.782036284,good
7000,46225,59000,DebtCon,Other,16,0,4,219.13333333,0,37,NA,good
32800,37231,80347,DebtCon,Other,9,NA,NA,113.93659292,NA,24,32.170019623,good
21900,NA,80239,DebtCon,Sales,5,0,0,402.08681048,0,23,21.989945778,good
20900,133213,174787,NA,Mgr,26,NA,4,332.08282636,1,27,32.346398825,good
6200,45356,82054,DebtCon,NA,2,0,0,201.33448747,4,29,29.661710162,good
9400,26700,40150,HomeImp,Other,9,0,0,80.166666667,0,4,NA,good
16200,87248,116407,DebtCon,Other,20,0,0,270.0076812,1,16,24.543268816,good
14500,67956,80318,DebtCon,Other,1,0,0,233.39727318,2,26,31.316415415,good
17500,46636,72908,DebtCon,Other,7,0,0,110.23090719,3,15,41.512292086,good
27800,114417,150849,DebtCon,Mgr,5,0,0,285.38612641,0,24,38.581923865,good
18100,27239,39723,DebtCon,Mgr,17,0,0,111.53221405,1,16,24.449452808,good
10000,64375,72418,DebtCon,ProfExe,14,0,0,207.61730644,3,31,38.867949083,good
12300,112373,136202,DebtCon,ProfExe,16,NA,1,179.8829733,0,32,30.488268105,good
32900,37265,76154,DebtCon,Other,7,NA,NA,128.73114318,NA,23,34.857977062,good
4800,67317,97191,NA,Mgr,3,0,0,137.31972481,0,23,34.275293777,good
42600,13284,64273,HomeImp,Office,NA,0,0,310.39832249,0,19,15.249613012,good
16500,97010,128101,DebtCon,Mgr,9,NA,NA,250.68186198,2,41,36.933331164,good
16600,71096,104437,HomeImp,ProfExe,9,0,0,246.95963628,1,12,37.099532605,good
21300,133942,282972,HomeImp,Mgr,3,0,0,197.14819053,0,15,30.545400667,good
11500,29281,37717,HomeImp,Mgr,15,0,0,61.915444655,0,9,30.702428546,good
25700,63054,104624,DebtCon,Other,15,0,1,132.10711721,0,29,40.205292882,good
17300,110614,137552,DebtCon,ProfExe,6,0,0,85.232500724,0,13,31.344365522,good
10800,49254,80527,HomeImp,Other,2,0,2,202.53743039,0,13,29.551583139,good
22500,87361,140632,DebtCon,ProfExe,24,0,0,146.29617189,0,25,39.876769931,good
12700,72164,104220,DebtCon,Office,10,0,0,165.4307821,0,13,37.539963363,good
9300,30204,57036,NA,Other,30,0,0,235.49281298,0,19,23.137840556,good
27300,72314,118839,DebtCon,Other,5,0,0,99.693832459,1,31,42.343420263,good
21000,81848,109860,DebtCon,Other,NA,0,0,173.78616163,1,24,40.057527407,good
23900,90244,120751,DebtCon,Self,3,0,0,194.98725245,1,26,35.406059646,good
28200,NA,117181,DebtCon,Mgr,9,0,0,170.64615367,0,26,31.601436148,good
23900,85097,100730,HomeImp,NA,9,NA,NA,NA,NA,NA,29.508517268,good
17400,113890,135146,DebtCon,NA,16,0,0,174.10145958,1,17,37.6335491,good
15300,88251,103063,HomeImp,Other,18,0,0,127.56618833,3,23,28.171777473,good
12700,149272,176467,HomeImp,Office,7,0,0,191.90446359,1,55,33.902320006,good
22100,132417,170643,DebtCon,ProfExe,4,0,0,180.03687676,0,37,21.236090456,good
12100,96439,126328,HomeImp,Mgr,3,0,3,156.31913094,0,26,39.279313253,good
32800,13781,43371,DebtCon,Other,28,0,0,203.83930475,0,14,40.657779937,good
18000,94554,119000,HomeImp,Mgr,1,0,1,308.46666667,1,20,NA,good
22400,40605,76986,DebtCon,ProfExe,9,0,0,276.27591395,0,19,39.730192796,good
11600,73079,101219,HomeImp,ProfExe,7,0,0,152.249875,0,33,34.249620743,good
16800,56979,90008,HomeImp,ProfExe,10,0,2,178.92995639,1,12,27.816420302,good
8300,35343,51986,DebtCon,Other,10,0,0,242.81896695,1,31,37.966606016,good
18800,102120,165302,NA,Other,NA,0,NA,274.11292609,NA,24,40.105029842,good
23800,NA,55669,DebtCon,Other,NA,0,1,308.42512578,0,18,37.654075235,good
51300,NA,85255,HomeImp,Self,10,0,0,166.72793489,0,22,26.572625015,good
14800,64365,85272,DebtCon,Other,0,1,0,242.55236799,2,26,29.819634389,good
6000,69876,94394.07,HomeImp,Other,0,0,1,179.56666667,0,32,NA,good
9000,50866,73064,DebtCon,Mgr,5,NA,NA,118.57000497,NA,23,40.1860615,good
9800,32550,52554,DebtCon,Other,12,0,0,229.51274114,1,32,37.923088094,good
18800,7739,65181,DebtCon,Sales,0,0,0,315.23089754,0,6,37.983557776,good
8200,51730,59025,DebtCon,Other,16,0,3,220.81329019,0,37,24.380092654,good
8200,68013,77008,DebtCon,ProfExe,8,0,0,49.146922298,1,23,40.792589704,good
12500,83276,129116,DebtCon,Office,7,0,0,138.68795496,0,22,39.589961826,good
14700,82967,114835,NA,NA,NA,NA,NA,NA,NA,NA,34.478073974,good
17400,64163,84948,HomeImp,ProfExe,12,0,2,172.71116574,0,13,27.979694402,good
11600,33379,51821,NA,Other,31,0,0,247.1205918,0,19,23.661084029,good
5400,68625,82304,DebtCon,Sales,2,0,0,136.63294416,0,30,32.05002349,good
16000,66395,85782,DebtCon,Other,1,2,1,99.519217551,1,25,33.20696963,good
23700,NA,78812,DebtCon,Sales,4,0,0,412.02054674,0,24,25.637263088,good
13000,59000,83187,HomeImp,Other,NA,0,0,292.1,0,20,NA,good
25300,139427,245988,HomeImp,ProfExe,28,0,0,366.11015141,1,18,36.27844415,good
8600,22960,80874,HomeImp,ProfExe,20,0,0,238.70268339,0,11,25.887319897,good
24900,46116,77519,DebtCon,Other,9,0,0,120.08355192,1,19,42.929509267,good
9100,78210,86558,DebtCon,Mgr,8,0,0,92.111504281,0,23,28.167074697,good
21500,141688,184241,HomeImp,Mgr,8,0,0,311.42612789,0,16,44.590155228,good
17900,62697,89848,DebtCon,Office,7,0,0,113.05889691,0,19,24.072191356,good
30000,187000,293000,DebtCon,Other,28,0,0,156.63333333,0,23,NA,good
18000,NA,53365,DebtCon,Other,NA,NA,NA,340.46080102,NA,17,30.575650029,good
23500,48286,81958,DebtCon,Mgr,6,0,0,248.86009427,2,25,32.467300894,good
19500,8861,170687,HomeImp,Mgr,23,0,0,76.788495476,2,20,31.584002863,good
8400,35240,54314,DebtCon,Office,8,0,0,210.58001479,1,22,32.571867291,good
9900,117003,219783,HomeImp,ProfExe,1,0,0,130.76638619,0,14,25.622610897,good
20700,61710,86749,DebtCon,NA,2,0,0,114.01183854,0,16,40.762148778,good
11200,93649,113833,DebtCon,Other,13,0,0,205.11724572,3,16,39.126130259,good
23500,190239,233603,DebtCon,ProfExe,3,0,0,285.33129265,0,27,39.916482966,good
15000,46867,67529,DebtCon,Other,7,0,0,133.78758095,3,48,31.486460831,good
8000,58006,94930,HomeImp,ProfExe,4,0,0,223.20298954,2,24,30.913395837,good
29000,32109,49912,DebtCon,Other,34,0,0,278.56500343,1,23,39.796560762,good
21900,147638,193065,DebtCon,ProfExe,13,NA,NA,100.77592598,1,23,29.531444395,good
25200,51789,75569,DebtCon,Other,25,NA,1,281.9286846,1,30,40.874619093,good
18700,50354,79011,DebtCon,Other,1,NA,1,290.82702957,1,10,35.139034361,good
25100,46614,69750,DebtCon,Office,17,0,0,193.25257944,1,22,33.715351649,good
15100,101378,143229,HomeImp,ProfExe,12,0,0,129.53731519,4,21,36.776212768,good
18700,65458,84639,DebtCon,Other,0,1,2,97.146544029,2,25,33.690687903,good
23800,46884,68142,DebtCon,Other,8,0,0,59.405775058,1,18,35.696636225,good
30800,21172,37333,DebtCon,Other,30,0,0,208.49869628,0,15,41.358171066,good
