year,age,maritl,race,education,region,jobclass,health,health_ins,wage
2009,55,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.858658125261588
2003,43,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.361652875236146
2009,27,1. Never Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.30102999566398
2006,43,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7714587147801035
2007,46,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.4712556265911605
2003,30,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.23044892137827
2003,43,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204
2005,48,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.07918124604763
2003,33,1. Never Married,2. Black,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.15836249209525
2008,29,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966
2005,24,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.132396982989133
2009,52,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.97772360528885
2005,50,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.95424250943933
2005,24,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.347366893054621
2003,42,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.81954393554187
2004,53,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.645614185278189
2008,49,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.63191940591859
2004,46,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4
2008,40,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.04139268515823
2003,41,1. Never Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.19312459835446
2006,41,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.806025152002817
2009,36,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966
2003,34,2. Married,2. Black,Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.51851393987789
2004,24,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.07918124604763
2008,44,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.763543248797392
2007,33,2. Married,2. Black,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.733468412364501
2007,25,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.3969066757934225
2005,40,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.940537085357576
2007,48,1. Never Married,3. Asian,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.169660922437147
2005,56,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.609194611797526
2005,25,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.66861956557198
2005,44,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.854332281277204
2003,27,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.75511226639507
2006,58,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.32221929473392
2008,52,4. Divorced,2. Black,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.472529471756175
2007,60,1. Never Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.7160033436348
2008,39,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.64345267648619
2004,51,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.829381378527789
2007,31,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47712125471966
2005,45,3. Widowed,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.81718225211228
2005,43,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.551857842128672
2008,45,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.86952770148286
2004,40,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.26717172840301
2008,46,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.037415024219676
2009,51,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.59061783348625
2006,47,4. Divorced,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.2457890765106825
2004,52,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.89762709129044
2003,31,4. Divorced,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.107730392860945
2007,40,2. Married,2. Black,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.276865632677553
2009,26,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.575965604353987
2004,49,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.485908893514436
2009,38,4. Divorced,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.69897000433602
2005,50,2. Married,4. Other,< HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.7160033436348
2006,63,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.90308998699194
2008,35,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.45319598633954
2008,29,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.762063944536504
2008,33,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.583689096015066
2007,29,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.527793609978005
2007,62,4. Divorced,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.673645773754741
2008,45,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.82607480270083
2003,56,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.85125834871908
2003,58,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.57978359661681
2007,39,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.29003461136252
2005,49,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53147891704226
2004,24,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.357002956010451
2003,61,4. Divorced,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.0529721613674745
2008,58,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.38994391214477
2009,47,2. Married,3. Asian,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.77815125038364
2004,41,5. Separated,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.451338825049601
2008,71,2. Married,1. White,< HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.54406804435028
2006,47,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.01110502981598
2005,38,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.348422498388745
2005,31,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.118099747378975
2007,56,2. Married,3. Asian,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69954724787378
2006,44,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62689955920852
2003,33,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.777361298731002
2005,36,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.193460770821955
2006,31,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.368267246245683
2004,55,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602
2005,48,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.252605130347898
2005,50,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74036268949424
2006,42,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.1046836117318515
2008,25,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8750612633917
2008,55,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.848361821349142
2004,28,1. Never Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.7634279935629404
2003,30,2. Married,4. Other,< HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.81291335664286
2008,46,1. Never Married,2. Black,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.909799949913214
2004,48,4. Divorced,1. White,Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.8750612633917
2006,42,4. Divorced,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204
2008,23,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.536029474434607
2003,60,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.65321251377534
2008,34,2. Married,2. Black,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.3096301674259
2003,45,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.956369268812447
2007,28,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.4320066872696
2004,33,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.22530928172586
2008,58,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.497928489682059
2008,47,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.09691001300806
2003,24,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.14612803567824
2008,56,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.824176451290864
2004,56,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.660989168085841
2005,23,1. Never Married,4. Other,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.587032489171101
2003,56,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.88649072517248
2003,45,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.99494238197327
2009,58,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.97772360528885
2007,30,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364
2009,46,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.01283722470517
2004,48,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.63108441419736
2006,50,4. Divorced,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.456694507232427
2008,43,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.4274593611067585
2006,37,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.54406804435028
2003,49,4. Divorced,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.17609125905568
2009,31,2. Married,3. Asian,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.061493620641645
2009,54,2. Married,3. Asian,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.450585010295709
2007,52,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.735874131222711
2003,70,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.327837701086476
2005,30,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.95424733490676
2006,44,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.6809978113240724
2003,34,2. Married,3. Asian,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.079231509170542
2007,38,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.692582544380597
2006,28,5. Separated,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.50514997831991
2005,38,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.95424250943933
2003,39,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.093961088112585
2008,52,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,3.987907193532808
2004,34,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.045044605471698
2003,33,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81238849369543
2007,45,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.85201178460202
2006,58,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.418302597007157
2003,38,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.6446128311292405
2007,63,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.961739473408463
2007,38,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796
2007,31,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.60205999132796
2007,53,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.095304061515556
2009,21,1. Never Married,2. Black,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.816469246624356
2006,38,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.321987095442069
2004,18,1. Never Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.24303804868629
2008,28,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.60205999132796
2003,33,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6851472376405265
2004,32,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.60205999132796
2009,29,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51932082198487
2005,28,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.41497334797082
2005,42,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.76168733198664
2007,28,3. Widowed,1. White,< HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4
2009,36,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.92941892571429
2007,47,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.863582281132208
2007,53,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.64100585131578
2003,48,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.09691001300806
2006,36,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.18858541025256
2007,55,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83884909073726
2008,37,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.25527250510331
2009,68,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.664522212591145
2003,65,2. Married,4. Other,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.334831777486197
2007,37,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.9485145962963895
2007,33,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.014135879922935
2003,19,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,3.985381175036721
2004,50,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.4457618621462025
2004,22,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.38738982633873
2004,40,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.49136169383427
2008,45,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.7634279935629404
2009,36,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.84509804001426
2005,37,2. Married,3. Asian,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.39794000867204
2003,24,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.9217394202527966
2007,66,2. Married,2. Black,< HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796
2004,35,2. Married,3. Asian,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.14612803567824
2009,33,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.2603647511358655
2005,44,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.6232492903979
2004,48,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.68124123737559
